1,5224614
2,1228175
3,1211206
4,2300581
5,950173
6,1069942
7,1831421
8,2872292
9,1930777
10,1939887
11,7486260
12,6386504
13,14047594
14,9460650
15,2194097
16,1030922
17,1133308
18,762631
19,809476
20,2038088
21,1978255
22,3613111
23,7542415
24,1786170
25,1412952
26,2578637
27,8817166
28,5465069
29,1319989
30,917022
31,551051
32,674383
33,1888432
34,2792739
35,1338872
36,706212
37,950244
38,1316980
39,694352
40,5030218
41,811901
42,1292074
43,1738301
44,1123416
45,1065968
46,1588256
47,1467480
